,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
4624592,2021-11-30,10915,4500.0,Power Industry,"Alibag, Maharashtra",2021-11-15,2021-11-30,27.937760416666663,0 days,0
4624688,2021-12-15,10915,4500.0,Power Industry,"Alibag, Maharashtra",2021-11-30,2021-12-15,25.077604166666667,0 days,0
4627281,2021-12-31,10915,11890.401,Power Industry,"Dabhol, Maharashtra",2021-12-15,2021-12-31,24.676470588235293,0 days,1
4630198,2022-01-15,10915,4500.0,Power Industry,"Alibag, Maharashtra",2021-12-31,2022-01-15,23.532291666666666,0 days,1
4632444,2022-01-31,10915,4800.0,Power Industry,"Alibag, Maharashtra",2022-01-15,2022-01-31,23.350980392156863,0 days,1
4634876,2022-02-15,10915,4500.0,Power Industry,"Alibag, Maharashtra",2022-01-31,2022-02-15,23.43958333333333,0 days,0
4637905,2022-02-28,10915,1168.98,Power Industry,"Delhi, India",2021-12-15,2022-02-28,13.625877192982456,0 days,0
4640229,2022-03-15,10915,4500.0,Power Industry,"Alibag, Maharashtra",2022-02-28,2022-03-15,28.58098958333333,0 days,0
4642891,2022-03-31,10915,4800.0,Power Industry,"Alibag, Maharashtra",2022-03-15,2022-03-31,28.878186274509805,0 days,1
5285829,2022-04-30,10915,16701.707,Power Industry,"Delhi, India",2022-03-31,2022-04-30,32.335887096774194,0 days,3
5292391,2022-05-15,10915,11837.796,Power Industry,"Delhi, India",2022-04-30,2022-05-15,33.89661458333333,0 days,3
5298767,2022-05-31,10915,1607.757,Power Industry,"Delhi, India",2022-05-15,2022-05-31,32.66053921568628,0 days,0
5305542,2022-06-15,10915,16293.974,Power Industry,"Delhi, India",2022-04-15,2022-06-15,33.827217741935485,0 days,1
5312082,2022-06-30,10915,2181.868,Power Industry,"Delhi, India",2022-05-15,2022-06-30,33.2584219858156,0 days,0
5316237,2022-07-15,10915,42.163,Power Industry,"Delhi, India",2022-06-30,2022-07-15,30.34296875,0 days,2
5320797,2022-07-31,10915,53.276,Power Industry,"Delhi, India",2022-07-15,2022-07-31,28.786519607843136,0 days,0
5325875,2022-08-31,10915,40.737,Power Industry,"Delhi, India",2022-07-31,2022-08-31,29.283463541666663,0 days,2
5941778,2022-10-15,10915,0.288,Power Industry,"Delhi, India",2022-09-30,2022-10-15,25.176822916666666,0 days,2
5947052,2023-03-15,10915,2214.718,Power Industry,"Delhi, India",2023-02-28,2023-03-15,23.16953125,0 days,5
5956470,2023-03-30,10915,0.0,Power Industry,"Delhi, India",2023-03-15,2023-03-30,21.556510416666665,0 days,0
5951673,2023-03-31,10915,385.487,Power Industry,"Delhi, India",2023-03-15,2023-03-31,21.42769607843137,0 days,0
1347818,2019-04-15,11067,2789.398,Power Industry,"Jaisalmer, Rajasthan",2019-04-15,2019-04-15,28.8875,0 days,0
1348559,2019-04-30,11067,3157.528,Power Industry,"Jaisalmer, Rajasthan",2019-04-15,2019-04-30,31.6125,0 days,2
1348930,2019-05-15,11067,2802.507,Power Industry,"Jaisalmer, Rajasthan",2019-04-30,2019-05-15,32.79635416666667,0 days,1
1349488,2019-05-31,11067,2929.503,Power Industry,"Jaisalmer, Rajasthan",2019-05-15,2019-05-31,34.08308823529412,0 days,0
1349857,2019-06-15,11067,2650.766,Power Industry,"Jaisalmer, Rajasthan",2019-05-31,2019-06-15,36.60208333333333,0 days,3
1350415,2019-06-30,11067,2301.726,Power Industry,"Jaisalmer, Rajasthan",2019-06-15,2019-06-30,34.09973958333333,0 days,0
1353233,2019-07-15,11067,1478.378,Power Industry,"Jaisalmer, Rajasthan",2019-06-30,2019-07-15,33.87916666666667,0 days,0
1353976,2019-07-31,11067,3081.236,Power Industry,"Jaisalmer, Rajasthan",2019-07-15,2019-07-31,33.16544117647059,0 days,0
1354532,2019-08-15,11067,2725.159,Power Industry,"Jaisalmer, Rajasthan",2019-07-31,2019-08-15,31.815104166666668,0 days,3
1355089,2019-08-31,11067,3144.676,Power Industry,"Jaisalmer, Rajasthan",2019-08-15,2019-08-31,31.33186274509804,0 days,1
1355460,2019-09-15,11067,2837.723,Power Industry,"Jaisalmer, Rajasthan",2019-08-31,2019-09-15,31.44817708333333,0 days,1
1355831,2019-09-30,11067,3141.172,Power Industry,"Jaisalmer, Rajasthan",2019-09-15,2019-09-30,32.084895833333334,0 days,0
2930222,2019-10-15,11067,3102.757,Power Industry,"Jaisalmer, Rajasthan",2019-09-30,2019-10-15,27.988541666666663,0 days,1
2930593,2019-10-31,11067,2619.651,Power Industry,"Jaisalmer, Rajasthan",2019-10-15,2019-10-31,28.64460784313725,0 days,1
2931149,2019-11-15,11067,3058.151,Power Industry,"Jaisalmer, Rajasthan",2019-10-31,2019-11-15,23.13567708333333,0 days,1
2931891,2019-11-30,11067,2920.013,Power Industry,"Jaisalmer, Rajasthan",2019-11-15,2019-11-30,19.08203125,0 days,0
2932260,2019-12-15,11067,415.866,Power Industry,"Jaisalmer, Rajasthan",2019-11-30,2019-12-15,16.578125,0 days,0
2932817,2019-12-31,11067,3466.397,Power Industry,"Jaisalmer, Rajasthan",2019-12-15,2019-12-31,13.2921568627451,0 days,1
2933373,2020-01-15,11067,5705.828,Power Industry,"Jaisalmer, Rajasthan",2019-12-31,2020-01-15,12.4546875,0 days,1
2933930,2020-01-31,11067,7362.073,Power Industry,"Jaisalmer, Rajasthan",2020-01-15,2020-01-31,14.884313725490196,0 days,1
2935908,2020-02-11,11067,0.0,Power Industry,"Delhi, India",2019-09-30,2020-02-11,17.639938271604937,0 days,0
2936376,2020-02-15,11067,1343.968,Power Industry,"Jaisalmer, Rajasthan",2020-01-31,2020-02-15,17.746354166666666,0 days,0
2936933,2020-02-29,11067,2667.977,Power Industry,"Jaisalmer, Rajasthan",2020-02-15,2020-02-29,22.844166666666663,0 days,0
2937489,2020-03-15,11067,3356.105,Power Industry,"Jaisalmer, Rajasthan",2020-02-29,2020-03-15,21.012239583333333,0 days,1
2937675,2020-03-31,11067,3478.702,Power Industry,"Jaisalmer, Rajasthan",2020-03-15,2020-03-31,24.85122549019608,0 days,0
4273497,2020-04-15,11067,2260.391,Power Industry,"Jaisalmer, Rajasthan",2020-03-31,2020-04-15,29.966666666666665,0 days,3
4273868,2020-04-30,11067,2664.732,Power Industry,"Jaisalmer, Rajasthan",2020-04-15,2020-04-30,32.45234375,0 days,0
4274609,2020-05-15,11067,2242.724,Power Industry,"Jaisalmer, Rajasthan",2020-04-30,2020-05-15,34.37890625,0 days,1
4274980,2020-05-31,11067,3044.458,Power Industry,"Jaisalmer, Rajasthan",2020-05-15,2020-05-31,35.02450980392157,0 days,3
4275721,2020-06-15,11067,3038.088,Power Industry,"Jaisalmer, Rajasthan",2020-05-31,2020-06-15,34.69869791666667,0 days,1
4275907,2020-06-30,11067,2441.08,Power Industry,"Jaisalmer, Rajasthan",2020-06-15,2020-06-30,35.501302083333336,0 days,0
4276648,2020-07-15,11067,2892.103,Power Industry,"Jaisalmer, Rajasthan",2020-06-30,2020-07-15,34.137760416666666,0 days,0
4279283,2020-07-31,11067,3022.133,Power Industry,"Jaisalmer, Rajasthan",2020-07-15,2020-07-31,33.06102941176471,0 days,1
4279651,2020-08-15,11067,1882.846,Power Industry,"Jaisalmer, Rajasthan",2020-07-31,2020-08-15,32.48776041666667,0 days,3
4280207,2020-08-31,11067,1543.528,Power Industry,"Jaisalmer, Rajasthan",2020-08-15,2020-08-31,30.725245098039217,0 days,2
4280764,2020-09-15,11067,1593.289,Power Industry,"Jaisalmer, Rajasthan",2020-08-31,2020-09-15,28.448697916666667,0 days,0
4281320,2020-09-30,11067,1116.569,Power Industry,"Jaisalmer, Rajasthan",2020-09-15,2020-09-30,31.33828125,0 days,0
4967109,2021-10-15,11067,2244.93,Power Industry,"Jaisalmer, Rajasthan",2020-09-30,2021-10-15,27.28647200349956,0 days,19
4967661,2021-10-31,11067,11320.516,Power Industry,"Jaisalmer, Rajasthan",2021-10-15,2021-10-31,26.93235294117647,0 days,1
4968032,2021-11-15,11067,10493.293,Power Industry,"Jaisalmer, Rajasthan",2021-10-31,2021-11-15,24.864322916666666,0 days,1
4968403,2021-11-30,11067,4289.605,Power Industry,"Jaisalmer, Rajasthan",2021-11-15,2021-11-30,21.451041666666665,0 days,0
4968960,2021-12-15,11067,10771.19,Power Industry,"Jaisalmer, Rajasthan",2021-11-30,2021-12-15,17.956770833333334,0 days,0
4969146,2021-12-31,11067,10403.532,Power Industry,"Jaisalmer, Rajasthan",2021-12-15,2021-12-31,15.56764705882353,0 days,1
4975933,2022-01-15,11067,10262.686,Power Industry,"Jaisalmer, Rajasthan",2021-12-31,2022-01-15,13.93359375,0 days,1
4976304,2022-01-31,11067,10501.741,Power Industry,"Jaisalmer, Rajasthan",2022-01-15,2022-01-31,15.06029411764706,0 days,1
4976675,2022-02-15,11067,7932.191,Power Industry,"Jaisalmer, Rajasthan",2022-01-31,2022-02-15,18.89192708333333,0 days,0
4977416,2022-02-28,11067,8087.878,Power Industry,"Jaisalmer, Rajasthan",2022-02-15,2022-02-28,21.94047619047619,0 days,0
4977787,2022-03-15,11067,7532.268,Power Industry,"Jaisalmer, Rajasthan",2022-02-28,2022-03-15,25.269270833333334,0 days,0
4978158,2022-03-31,11067,6944.397,Power Industry,"Jaisalmer, Rajasthan",2022-03-15,2022-03-31,30.992156862745095,0 days,1
5701588,2022-04-15,11067,6906.072,Power Industry,"Jaisalmer, Rajasthan",2022-03-31,2022-04-15,33.06796875,0 days,2
5701959,2022-04-30,11067,7340.557,Power Industry,"Jaisalmer, Rajasthan",2022-04-15,2022-04-30,34.23671875,0 days,2
5702700,2022-05-15,11067,8281.048,Power Industry,"Jaisalmer, Rajasthan",2022-04-30,2022-05-15,35.799479166666664,0 days,3
5703071,2022-05-31,11067,8390.963,Power Industry,"Jaisalmer, Rajasthan",2022-05-15,2022-05-31,34.70122549019608,0 days,0
5703443,2022-06-15,11067,9922.571,Power Industry,"Jaisalmer, Rajasthan",2022-05-31,2022-06-15,33.8703125,0 days,1
5703812,2022-06-30,11067,9854.626,Power Industry,"Jaisalmer, Rajasthan",2022-06-15,2022-06-30,34.334375,0 days,0
5704184,2022-07-15,11067,9800.224,Power Industry,"Jaisalmer, Rajasthan",2022-06-30,2022-07-15,29.5078125,0 days,2
5706818,2022-07-31,11067,11405.23,Power Industry,"Jaisalmer, Rajasthan",2022-07-15,2022-07-31,27.99754901960784,0 days,0
5707374,2022-08-15,11067,10675.616,Power Industry,"Jaisalmer, Rajasthan",2022-07-31,2022-08-15,28.719791666666666,0 days,2
5707742,2022-08-31,11067,10785.772,Power Industry,"Jaisalmer, Rajasthan",2022-08-15,2022-08-31,26.704656862745097,0 days,1
5708116,2022-09-15,11067,10430.931,Power Industry,"Jaisalmer, Rajasthan",2022-08-31,2022-09-15,30.74036458333333,0 days,0
5708670,2022-09-30,11067,10928.99,Power Industry,"Jaisalmer, Rajasthan",2022-09-15,2022-09-30,30.6,0 days,0
6175457,2022-10-15,11067,8363.2,Power Industry,"Jaisalmer, Rajasthan",2022-09-30,2022-10-15,30.026041666666668,0 days,2
6175829,2022-10-31,11067,11399.267,Power Industry,"Jaisalmer, Rajasthan",2022-10-15,2022-10-31,28.254166666666663,0 days,1
6176198,2022-11-15,11067,10343.717,Power Industry,"Jaisalmer, Rajasthan",2022-10-31,2022-11-15,26.02109375,0 days,0
6176386,2022-11-30,11067,8220.158,Power Industry,"Jaisalmer, Rajasthan",2022-11-15,2022-11-30,21.800520833333334,0 days,0
6176940,2022-12-15,11067,8630.567,Power Industry,"Jaisalmer, Rajasthan",2022-11-30,2022-12-15,19.447135416666665,0 days,0
6177497,2022-12-31,11067,11247.513,Power Industry,"Jaisalmer, Rajasthan",2022-12-15,2022-12-31,16.827205882352942,0 days,1
6180130,2023-01-15,11067,10208.404,Power Industry,"Jaisalmer, Rajasthan",2022-12-31,2023-01-15,14.647916666666667,0 days,1
6180871,2023-01-31,11067,11407.097,Power Industry,"Jaisalmer, Rajasthan",2023-01-15,2023-01-31,13.79264705882353,0 days,1
6181242,2023-02-15,11067,8512.716,Power Industry,"Jaisalmer, Rajasthan",2023-01-31,2023-02-15,20.578645833333333,0 days,0
6181798,2023-02-28,11067,5487.134,Power Industry,"Jaisalmer, Rajasthan",2023-02-15,2023-02-28,25.807440476190475,0 days,0
6182354,2023-03-15,11067,7129.306,Power Industry,"Jaisalmer, Rajasthan",2023-02-28,2023-03-15,26.442447916666666,0 days,1
6182910,2023-03-31,11067,8823.419,Power Industry,"Jaisalmer, Rajasthan",2023-03-15,2023-03-31,24.482107843137253,0 days,0
322648,2019-04-15,11144,115.917,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-15,33.6875,0 days,0
323213,2019-04-30,11144,91.779,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-30,33.08619791666667,0 days,2
324047,2019-05-15,11144,180.835,Power Industry,"Dahej, Gujarat",2019-04-30,2019-05-15,30.41302083333333,0 days,1
324881,2019-05-31,11144,151.608,Power Industry,"Dahej, Gujarat",2019-05-15,2019-05-31,32.00514705882353,0 days,0
325715,2019-06-15,11144,142.653,Power Industry,"Dahej, Gujarat",2019-05-31,2019-06-15,30.99036458333333,0 days,3
327217,2019-06-30,11144,165.513,Power Industry,"Dahej, Gujarat",2019-06-15,2019-06-30,29.278385416666666,0 days,0
332133,2019-07-15,11144,234.141,Power Industry,"Dahej, Gujarat",2019-06-30,2019-07-15,28.542708333333334,0 days,0
337046,2019-07-31,11144,129.123,Power Industry,"Dahej, Gujarat",2019-07-15,2019-07-31,28.93455882352941,0 days,0
338549,2019-08-15,11144,162.25,Power Industry,"Dahej, Gujarat",2019-07-31,2019-08-15,27.471875,0 days,3
342055,2019-08-31,11144,215.4,Power Industry,"Dahej, Gujarat",2019-08-15,2019-08-31,27.617156862745095,0 days,1
349066,2019-09-15,11144,217.018,Power Industry,"Dahej, Gujarat",2019-08-31,2019-09-15,27.544791666666665,0 days,1
350733,2019-09-30,11144,197.082,Power Industry,"Dahej, Gujarat",2019-09-15,2019-09-30,27.7640625,0 days,0
1677080,2019-10-15,11144,172.16,Power Industry,"Dahej, Gujarat",2019-09-30,2019-10-15,28.384635416666665,0 days,1
1677912,2019-10-31,11144,216.226,Power Industry,"Dahej, Gujarat",2019-10-15,2019-10-31,28.47377450980392,0 days,1
1679580,2019-11-15,11144,146.966,Power Industry,"Dahej, Gujarat",2019-10-31,2019-11-15,27.121875,0 days,1
1682748,2019-11-30,11144,214.846,Power Industry,"Dahej, Gujarat",2019-11-15,2019-11-30,26.94375,0 days,0
1687087,2019-12-15,11144,254.11,Power Industry,"Dahej, Gujarat",2019-11-30,2019-12-15,25.10442708333333,0 days,0
1691426,2019-12-31,11144,231.601,Power Industry,"Dahej, Gujarat",2019-12-15,2019-12-31,22.81838235294118,0 days,1
1701904,2020-01-15,11144,355.465,Power Industry,"Dahej, Gujarat",2019-12-31,2020-01-15,21.80234375,0 days,1
1704815,2020-01-31,11144,364.176,Power Industry,"Dahej, Gujarat",2020-01-15,2020-01-31,21.328186274509804,0 days,1
1705649,2020-02-15,11144,322.814,Power Industry,"Dahej, Gujarat",2020-01-31,2020-02-15,24.05286458333333,0 days,0
1708652,2020-02-29,11144,286.28,Power Industry,"Dahej, Gujarat",2020-02-15,2020-02-29,27.04277777777778,0 days,0
1709486,2020-03-15,11144,291.831,Power Industry,"Dahej, Gujarat",2020-02-29,2020-03-15,25.03020833333333,0 days,1
1711821,2020-03-31,11144,225.339,Power Industry,"Dahej, Gujarat",2020-03-15,2020-03-31,29.35514705882353,0 days,0
3259845,2020-04-15,11144,102.166,Power Industry,"Dahej, Gujarat",2020-03-31,2020-04-15,32.44609375,0 days,3
3260680,2020-04-30,11144,92.535,Power Industry,"Dahej, Gujarat",2020-04-15,2020-04-30,33.065625,0 days,0
3262180,2020-05-15,11144,120.078,Power Industry,"Dahej, Gujarat",2020-04-30,2020-05-15,32.774739583333336,0 days,1
3267353,2020-05-31,11144,207.093,Power Industry,"Dahej, Gujarat",2020-05-15,2020-05-31,32.6953431372549,0 days,3
3272433,2020-06-15,11144,352.724,Power Industry,"Dahej, Gujarat",2020-05-31,2020-06-15,29.837760416666665,0 days,1
3274768,2020-06-30,11144,382.79,Power Industry,"Dahej, Gujarat",2020-06-15,2020-06-30,29.459375,0 days,0
3280424,2020-07-15,11144,468.625,Power Industry,"Dahej, Gujarat",2020-06-30,2020-07-15,28.94921875,0 days,0
3281258,2020-07-31,11144,497.691,Power Industry,"Dahej, Gujarat",2020-07-15,2020-07-31,28.44656862745098,0 days,1
3282092,2020-08-15,11144,357.087,Power Industry,"Dahej, Gujarat",2020-07-31,2020-08-15,28.23671875,0 days,3
3285928,2020-08-31,11144,453.248,Power Industry,"Dahej, Gujarat",2020-08-15,2020-08-31,27.21519607843137,0 days,2
3290439,2020-09-05,11144,0.0,Power Industry,"Delhi, India",2020-06-30,2020-09-05,29.900367647058825,0 days,0
3292583,2020-09-15,11144,170.585,Power Industry,"Dahej, Gujarat",2020-08-31,2020-09-15,28.659375,0 days,0
3294248,2020-09-30,11144,362.517,Power Industry,"Dahej, Gujarat",2020-09-15,2020-09-30,28.691666666666663,0 days,0
4499177,2021-10-15,11144,484.741,Power Industry,"Dahej, Gujarat",2020-09-30,2021-10-15,27.97244094488189,0 days,19
4501673,2021-10-31,11144,887.613,Power Industry,"Dahej, Gujarat",2021-10-15,2021-10-31,28.17450980392157,0 days,1
4504171,2021-11-15,11144,151.979,Power Industry,"Dahej, Gujarat",2021-10-31,2021-11-15,27.002604166666668,0 days,1
4507505,2021-11-30,11144,844.438,Power Industry,"Dahej, Gujarat",2021-11-15,2021-11-30,27.215104166666663,0 days,0
4510005,2021-12-15,11144,109.283,Power Industry,"Dahej, Gujarat",2021-11-30,2021-12-15,23.21614583333333,0 days,0
4512506,2021-12-31,11144,832.0,Power Industry,"Dahej, Gujarat",2021-12-15,2021-12-31,21.834558823529413,0 days,1
4519160,2022-01-15,11144,281.957,Power Industry,"Dahej, Gujarat",2021-12-31,2022-01-15,21.33723958333333,0 days,1
4522493,2022-01-31,11144,499.317,Power Industry,"Dahej, Gujarat",2022-01-15,2022-01-31,21.14191176470588,0 days,1
4525826,2022-02-15,11144,503.302,Power Industry,"Dahej, Gujarat",2022-01-31,2022-02-15,22.97552083333333,0 days,0
4530403,2022-02-28,11144,431.372,Power Industry,"Dahej, Gujarat",2022-02-15,2022-02-28,25.80029761904762,0 days,0
4532903,2022-03-15,11144,798.105,Power Industry,"Dahej, Gujarat",2022-02-28,2022-03-15,29.371614583333333,0 days,0
4536236,2022-03-31,11144,666.026,Power Industry,"Dahej, Gujarat",2022-03-15,2022-03-31,31.55857843137255,0 days,1
5169903,2022-04-15,11144,276.765,Power Industry,"Dahej, Gujarat",2022-03-31,2022-04-15,31.026041666666668,0 days,2
5173236,2022-04-30,11144,401.443,Power Industry,"Dahej, Gujarat",2022-04-15,2022-04-30,32.73854166666667,0 days,2
5177813,2022-05-15,11144,731.791,Power Industry,"Dahej, Gujarat",2022-04-30,2022-05-15,31.9625,0 days,3
5180313,2022-05-31,11144,709.261,Power Industry,"Dahej, Gujarat",2022-05-15,2022-05-31,30.6625,0 days,0
5185723,2022-06-15,11144,324.483,Power Industry,"Dahej, Gujarat",2022-05-31,2022-06-15,30.277604166666663,0 days,1
5189056,2022-06-30,11144,481.376,Power Industry,"Dahej, Gujarat",2022-06-15,2022-06-30,29.20625,0 days,0
5194056,2022-07-15,11144,518.81,Power Industry,"Dahej, Gujarat",2022-06-30,2022-07-15,27.51328125,0 days,2
5197389,2022-07-31,11144,351.487,Power Industry,"Dahej, Gujarat",2022-07-15,2022-07-31,27.649754901960783,0 days,0
5199056,2022-08-15,11144,320.39,Power Industry,"Dahej, Gujarat",2022-07-31,2022-08-15,27.80286458333333,0 days,2
5200723,2022-08-31,11144,639.207,Power Industry,"Dahej, Gujarat",2022-08-15,2022-08-31,27.393627450980397,0 days,1
5202390,2022-09-15,11144,239.946,Power Industry,"Dahej, Gujarat",2022-08-31,2022-09-15,28.436197916666668,0 days,0
5205723,2022-09-30,11144,0.0,Power Industry,"Dahej, Gujarat",2022-09-15,2022-09-30,27.46796875,0 days,0
5848504,2022-10-15,11144,551.391,Power Industry,"Dahej, Gujarat",2022-09-30,2022-10-15,28.23645833333333,0 days,2
5851004,2022-10-31,11144,512.893,Power Industry,"Dahej, Gujarat",2022-10-15,2022-10-31,28.923529411764704,0 days,1
5852671,2022-11-15,11144,271.219,Power Industry,"Dahej, Gujarat",2022-10-31,2022-11-15,28.172395833333333,0 days,0
5855171,2022-11-30,11144,245.95,Power Industry,"Dahej, Gujarat",2022-11-15,2022-11-30,25.31484375,0 days,0
5856838,2022-12-15,11144,239.123,Power Industry,"Dahej, Gujarat",2022-11-30,2022-12-15,25.953645833333333,0 days,0
5861004,2022-12-30,11144,0.0,Power Industry,"Dahej, Gujarat",2022-12-15,2022-12-30,24.26458333333333,0 days,1
5858506,2022-12-31,11144,201.162,Power Industry,"Dahej, Gujarat",2022-12-30,2022-12-31,22.391666666666666,0 days,0
5862672,2023-01-15,11144,324.251,Power Industry,"Dahej, Gujarat",2022-12-31,2023-01-15,21.67083333333333,0 days,1
5863506,2023-01-31,11144,284.079,Power Industry,"Dahej, Gujarat",2023-01-15,2023-01-31,21.66617647058824,0 days,1
5865173,2023-02-15,11144,328.761,Power Industry,"Dahej, Gujarat",2023-01-31,2023-02-15,25.0640625,0 days,0
5866007,2023-02-28,11144,200.987,Power Industry,"Dahej, Gujarat",2023-02-15,2023-02-28,27.21279761904762,0 days,0
5867674,2023-03-15,11144,322.373,Power Industry,"Dahej, Gujarat",2023-02-28,2023-03-15,29.86328125,0 days,1
5871007,2023-03-30,11144,0.0,Power Industry,"Dahej, Gujarat",2023-03-15,2023-03-30,27.345572916666665,0 days,0
5869342,2023-03-31,11144,184.74,Power Industry,"Dahej, Gujarat",2023-03-30,2023-03-31,26.697916666666668,0 days,0
186937,2019-04-15,11165,2977.231,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-15,33.6875,0 days,0
194679,2019-04-30,11165,22801.754,Power Industry,"Hazira, Gujarat",2019-04-15,2019-04-30,31.020052083333333,0 days,2
207860,2019-05-15,11165,23257.44,Power Industry,"Hazira, Gujarat",2019-04-30,2019-05-15,28.9140625,0 days,1
210197,2019-05-31,11165,23886.386,Power Industry,"Hazira, Gujarat",2019-05-15,2019-05-31,30.42328431372549,0 days,0
228220,2019-06-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-05-31,2019-06-15,29.848177083333333,0 days,3
230557,2019-06-30,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-06-15,2019-06-30,28.6234375,0 days,0
250062,2019-07-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-06-30,2019-07-15,27.934635416666666,0 days,0
266473,2019-07-31,11165,25024.0,Power Industry,"Hazira, Gujarat",2019-07-15,2019-07-31,28.1875,0 days,0
277321,2019-08-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-07-31,2019-08-15,27.265364583333334,0 days,3
287501,2019-08-31,11165,25024.0,Power Industry,"Hazira, Gujarat",2019-08-31,2019-08-31,27.445833333333333,0 days,1
290671,2019-09-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-08-31,2019-09-15,27.268229166666668,0 days,1
300348,2019-09-30,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-09-15,2019-09-30,27.576822916666668,0 days,0
1558543,2019-10-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2019-09-30,2019-10-15,28.043229166666663,0 days,1
1568722,2019-10-31,11165,25024.0,Power Industry,"Hazira, Gujarat",2019-10-15,2019-10-31,28.03406862745098,0 days,1
1578711,2019-11-15,11165,11439.05,Power Industry,"Dahej, Gujarat",2019-10-31,2019-11-15,27.121875,0 days,1
1588084,2019-11-30,11165,19413.989,Power Industry,"Hazira, Gujarat",2019-11-30,2019-11-30,26.5125,0 days,0
1603938,2019-12-15,11165,20115.144,Power Industry,"Hazira, Gujarat",2019-11-30,2019-12-15,25.60677083333333,0 days,0
1604609,2019-12-31,11165,23983.809,Power Industry,"Hazira, Gujarat",2019-12-15,2019-12-31,23.542892156862745,0 days,1
1629347,2020-01-15,11165,20661.855,Power Industry,"Hazira, Gujarat",2019-12-31,2020-01-15,22.04427083333333,0 days,1
1630850,2020-01-31,11165,25024.0,Power Industry,"Hazira, Gujarat",2020-01-15,2020-01-31,21.609803921568627,0 days,1
1638860,2020-02-15,11165,23460.0,Power Industry,"Hazira, Gujarat",2020-01-31,2020-02-15,24.056510416666665,0 days,0
1646202,2020-02-29,11165,21896.0,Power Industry,"Hazira, Gujarat",2020-02-29,2020-02-29,25.65833333333333,0 days,0
1660051,2020-03-15,11165,21910.757,Power Industry,"Hazira, Gujarat",2020-02-29,2020-03-15,24.51848958333333,0 days,1
1662222,2020-03-31,11165,22492.505,Power Industry,"Hazira, Gujarat",2020-03-15,2020-03-31,28.08897058823529,0 days,0
3146297,2020-04-15,11165,19514.551,Power Industry,"Hazira, Gujarat",2020-03-31,2020-04-15,30.34765625,0 days,3
3151973,2020-04-30,11165,19414.325,Power Industry,"Hazira, Gujarat",2020-04-15,2020-04-30,30.792447916666667,0 days,0
3156813,2020-05-15,11165,21317.572,Power Industry,"Hazira, Gujarat",2020-04-30,2020-05-15,30.722916666666663,0 days,1
3165286,2020-05-31,11165,10813.632,Power Industry,"Dahej, Gujarat",2020-05-15,2020-05-31,32.6953431372549,0 days,3
3174673,2020-06-15,11165,21974.919,Power Industry,"Hazira, Gujarat",2020-05-31,2020-06-15,28.872916666666665,0 days,1
3183308,2020-06-30,11165,6054.692,Power Industry,"Dahej, Gujarat",2020-06-15,2020-06-30,29.459375,0 days,0
3201034,2020-07-15,11165,3706.748,Power Industry,"Dahej, Gujarat",2020-06-30,2020-07-15,28.94921875,0 days,0
3207752,2020-07-31,11165,20037.963,Power Industry,"Hazira, Gujarat",2020-07-15,2020-07-31,27.90073529411765,0 days,1
3213593,2020-08-15,11165,18111.687,Power Industry,"Hazira, Gujarat",2020-07-31,2020-08-15,27.703385416666663,0 days,3
3219434,2020-08-31,11165,22078.131,Power Industry,"Hazira, Gujarat",2020-08-15,2020-08-31,26.835049019607844,0 days,2
3234599,2020-09-15,11165,19882.839,Power Industry,"Hazira, Gujarat",2020-08-31,2020-09-15,28.066145833333334,0 days,0
3235270,2020-09-30,11165,17222.973,Power Industry,"Hazira, Gujarat",2020-09-15,2020-09-30,27.871354166666663,0 days,0
4427897,2021-10-15,11165,7379.911,Power Industry,"Dahej, Gujarat",2020-09-30,2021-10-15,27.97244094488189,0 days,19
4435226,2021-10-31,11165,1208.336,Power Industry,"Dahej, Gujarat",2021-10-15,2021-10-31,28.17450980392157,0 days,1
4443957,2021-11-15,11165,20670.03,Power Industry,"Hazira, Gujarat",2021-10-31,2021-11-15,27.200260416666666,0 days,1
4446704,2021-11-25,11165,0.0,Power Industry,"Delhi, India",2020-09-30,2021-11-25,24.361700236966826,0 days,0
4447536,2021-11-30,11165,21919.234,Power Industry,"Hazira, Gujarat",2021-11-15,2021-11-30,27.13125,0 days,0
4452370,2021-12-15,11165,20672.762,Power Industry,"Hazira, Gujarat",2021-11-30,2021-12-15,23.352604166666666,0 days,0
4458037,2021-12-31,11165,20929.111,Power Industry,"Hazira, Gujarat",2021-12-15,2021-12-31,22.01936274509804,0 days,1
4467437,2022-01-15,11165,20810.787,Power Industry,"Hazira, Gujarat",2021-12-31,2022-01-15,21.54973958333333,0 days,1
4471436,2022-01-31,11165,22785.394,Power Industry,"Hazira, Gujarat",2022-01-15,2022-01-31,21.19656862745098,0 days,1
